PN;Assignee Name;Micron;IBM;Samsung;Toshiba;mean_cumulative_incl_unigram_red_linkage;mean_cumulative_incl_unigram_compl_linkage;mean_cumulative_incl_bigram_red_linkage;mean_cumulative_incl_bigram_compl_linkage;mean_preclusive_incl_unigram_red_linkage;mean_preclusive_incl_unigram_compl_linkage;mean_preclusive_incl_bigram_red_linkage;mean_preclusive_incl_bigram_compl_linkage;filing_year;grant_year
6180452;Micron Technology;1;0;0;0;0,26984127;0,345199569;0,022222222;0,036122542;3,443910258;3,142004389;188,8333332;509,030303;1999;2001
6180481;Micron Technology;1;0;0;0;0,26716141;0,438352273;0,052917232;0,058929213;4,658315529;2,794995323;45,13194482;38,82410234;1998;2001
6180485;Micron Technology;1;0;0;0;0,354609929;0,5004363;0,030555556;0,030120482;3,133333335;2,170454547;20;14,6470589;1999;2001
6180494;Micron Technology;1;0;0;0;0,42;0,60082897;0,066137566;0,074494949;4,78219697;3,870544013;173,2499996;388,9999996;1999;2001
6180500;Micron Technology;1;0;0;0;0;0;0;0;3,100000002;2,382352944;23,99999981;12,5;1998;2001
6180504;Micron Technology;1;0;0;0;0,298666667;0,438395722;0,055774648;0,055643564;5,541224398;3,848258863;128,5208334;296,0053912;1999;2001
6180508;Micron Technology;1;0;0;0;0,451171875;0,672930283;0,086111111;0,089939024;4,686868687;2,307975458;60,0000006;38,26666663;1999;2001
6180525;Micron Technology;1;0;0;0;0,090086207;0,16742671;0,006395349;0,007352941;5,446269416;4,92042829;249,7857142;640,79127;1998;2001
6180527;Micron Technology;1;0;0;0;0,136363636;0,133741259;0,008522727;0,00650289;6,911666664;9,682050611;411,9999999;1145,543333;1999;2001
6183813;Micron Technology;1;0;0;0;0;0;0;0;4,625000005;3,878048784;504;1424;1999;2001
6184064;Micron Technology;1;0;0;0;0,143578644;0,349258909;0,004477005;0,007825508;11,46620515;6,023149915;347,1899987;923,4553369;2000;2001
6184067;Micron Technology;1;0;0;0;0,412162162;0,490879828;0,055555556;0,03125;3,363636367;2,147465438;22,50000022;21,33333333;1998;2001
6184086;Micron Technology;1;0;0;0;0,346774194;0,516569767;0,055128205;0,061349693;2,566079159;1,878759805;17,1785715;15,29742062;1998;2001
6184096;Micron Technology;1;0;0;0;0;0;0;0;5,999999988;13,47058821;504;1424;1999;2001
6184127;Micron Technology;1;0;0;0;0;0;0;0;3,722727276;7,934190022;34,37500025;38,11111205;1999;2001
6184136;Micron Technology;1;0;0;0;0,340909091;0,525879917;0,033910534;0,052469136;5,499999995;2,683333337;504;1424;1999;2001
6184146;Micron Technology;1;0;0;0;0,135080645;0,197666094;0,004746836;0,004587156;7,319444454;4,398236048;504;1424;2000;2001
6184153;Micron Technology;1;0;0;0;0;0;0;0;5,750000001;2,883190884;196,6666666;531,8333339;1997;2001
6184465;Micron Technology;1;0;0;0;0,278453689;0,312451563;0,028872913;0,041892904;3,793847272;2,633710228;92,24595096;213,1106737;1998;2001
6184571;Micron Technology;1;0;0;0;0,084320558;0,153562905;0,000510204;0,000812458;8,102380933;6,645018395;504;1424;1998;2001
6185473;Micron Technology;1;0;0;0;0;0;0;0;7,196428567;3,679287801;372,000001;975,8000009;1998;2001
6186392;Micron Technology;1;0;0;0;0,290909091;0,551886792;0,041237113;0,067226891;8,06111111;7,641592768;341,2000013;904,644442;2000;2001
6187604;Micron Technology;1;0;0;0;0,277272727;0,396984924;0,054285714;0,073684211;5,283809531;3,321896107;243,6000008;593,2866666;1997;2001
6187618;Micron Technology;1;0;0;0;0,558823529;0,761904762;0,179245283;0,217948718;4,252594622;2,784430769;236,4428568;625,5408165;1999;2001
6187621;Micron Technology;1;0;0;0;0;0;0;0;6,571428573;5,486486482;64;39,83333256;2000;2001
6187628;Micron Technology;1;0;0;0;0,201923077;0,20338983;0,029411765;0,022900763;5,24126984;4,788796731;127,9999997;311,8733336;1997;2001
6187631;Micron Technology;1;0;0;0;0,238461539;0,386046512;0,027522936;0,056666667;5,890624996;3,234648289;59,94999952;35,93750003;1999;2001
6187673;Micron Technology;1;0;0;0;0,306122449;0,594117647;0,017977528;0,019354839;25,86111123;20,56926397;345,8888889;956,5666667;1998;2001
6187677;Micron Technology;1;0;0;0;0,340909091;0,528545781;0,045614035;0,059007092;4,733874459;3,323460112;104,1363632;231,7821515;1997;2001
6187681;Micron Technology;1;0;0;0;0,200560748;0,288845166;0,021755784;0,027793277;5;3,02654867;20,33333328;14,88888891;1998;2001
6187690;Micron Technology;1;0;0;0;0;0;0;0;10,50000002;9,939740603;277;726,2500001;2000;2001
6188097;Micron Technology;1;0;0;0;0,231351981;0,413672534;0,015289256;0,018480257;5,669444448;3,553284255;345,1666668;955,3333333;1997;2001
6189582;Micron Technology;1;0;0;0;0,223809524;0,28010279;0,04964539;0,028233151;4,417742443;4,365055997;149,5687819;395,6123202;1999;2001
6190494;Micron Technology;1;0;0;0;0,289113623;0,391512988;0,037083126;0,037704184;5,128113102;4,763569911;159,7166669;412,4961207;1998;2001
6190929;Micron Technology;1;0;0;0;0,152173913;0,224593496;0,01119403;0,008221226;27,35383262;70,19383061;421,6015152;1177,10974;1999;2001
6190930;Micron Technology;1;0;0;0;0;0;0;0;12,18749995;6,167857133;308,0000027;772,4999986;1999;2001
6190945;Micron Technology;1;0;0;0;0,48;0,691489362;0,149122807;0,171171171;3,030684593;1,97997218;22,80000031;18,01418069;1998;2001
6190950;Micron Technology;1;0;0;0;0,134146341;0,252596127;0,010452962;0,010504201;6,74791667;5,89070662;202,8750019;585,5000315;1999;2001
6190960;Micron Technology;1;0;0;0;0,356060606;0,418468045;0,076013514;0,075206044;3,260714289;2,432618615;178,2777778;487,1250001;1997;2001
6190965;Micron Technology;1;0;0;0;0,623333333;0,709714286;0,110204082;0,161565836;3,969298243;2,038267289;50,0888877;26,97508177;1999;2001
6190972;Micron Technology;1;0;0;0;0,298823529;0,241690141;0,03372549;0,027619048;5,986796542;7,896565025;159,7250001;446,783193;1997;2001
6190989;Micron Technology;1;0;0;0;0,281081081;0,394835681;0,032679738;0,027956989;7,873511913;8,149464558;390,7500001;1083,5;1998;2001
6190992;Micron Technology;1;0;0;0;0,237472767;0,249544627;0,014245014;0,014550265;19,26144368;52,98317554;453,3461537;1264;1996;2001
6190996;Micron Technology;1;0;0;0;0;0;0;0;4,521906043;2,568120394;235,8333329;606,8792295;1999;2001
6191037;Micron Technology;1;0;0;0;0,19579288;0,237854901;0,02199828;0,027403696;5,970642987;5,101800982;179,3484844;421,5931956;1998;2001
6191040;Micron Technology;1;0;0;0;0,145833333;0,326760563;0,015873016;0,024096386;12,93333331;23,32985638;504;1424;1999;2001
6191047;Micron Technology;1;0;0;0;0,966666667;0,987562189;0,205128205;0,209003215;6,785714286;4,722964481;206,9999995;500,5833329;2000;2001
6192899;Micron Technology;1;0;0;0;0,18030303;0,31875;0,031967213;0,042348755;6,257142851;6,600205412;268,2666666;740,4345229;2000;2001
6194229;Micron Technology;1;0;0;0;0,25;0,225433526;0,072115385;0,054568528;13,25277773;14,18041853;428,6666668;1200,347223;1999;2001
6194235;Micron Technology;1;0;0;0;0;0;0;0;5,318431064;7,32663592;168,6363639;419,0383841;2000;2001
6194243;Micron Technology;1;0;0;0;0,598639456;0,726190476;0,084656084;0,105534105;6,543055566;4,288124506;283,4999997;770,9944431;1999;2001
6194251;Micron Technology;1;0;0;0;0;0;0;0;3,702777777;2,340816464;119,4666667;304,3741125;1999;2001
6194262;Micron Technology;1;0;0;0;0,287925697;0,310919089;0,045519203;0,045876724;302;1153;504;1424;2000;2001
6194264;Micron Technology;1;0;0;0;0,333333333;0,529494382;0,043269231;0,064885496;3,333333333;1,603603603;26,00000031;32,75000016;1997;2001
6194286;Micron Technology;1;0;0;0;0,191919192;0,310911809;0,015873016;0,021194605;3,895833335;2,870770756;31,49999975;31,7166667;2000;2001
6194305;Micron Technology;1;0;0;0;0;0;0;0;4,372294372;3,55267094;213,9999988;516,9999992;1998;2001
6194308;Micron Technology;1;0;0;0;0,037735849;0,046610169;0;0;8,076190467;8,256528347;504;1424;1999;2001
6194315;Micron Technology;1;0;0;0;0,234649123;0,231217617;0,022959184;0,022177419;6,936349752;3,801079896;117,7037023;210,6543216;1999;2001
6194319;Micron Technology;1;0;0;0;0,17037037;0,154966887;0,029761905;0,035230352;4,481456047;3,249511848;39,66666635;29,04166655;1999;2001
6194321;Micron Technology;1;0;0;0;0;0;0;0;4,290909084;2,713239391;184,6666667;490,6851852;1998;2001
6194326;Micron Technology;1;0;0;0;0,219924812;0,183473389;0,017857143;0,010358222;5,376559712;3,150935286;45,33333365;56,00252592;2000;2001
6194327;Micron Technology;1;0;0;0;0;0;0;0;4,461313197;3,577917419;111,6911766;272,7545139;1998;2001
6194720;Micron Technology;1;0;0;0;0;0;0;0;31,18396523;95,71282458;423,3879884;1168,354279;1998;2001
6194738;Micron Technology;1;0;0;0;0,21122449;0,396212848;0,004672897;0,005739796;8,218531561;6,846750132;232,1531542;563,8616934;1998;2001
6194746;Micron Technology;1;0;0;0;0,527777778;0,730555556;0,059210526;0,070895523;7,490304501;5,929868406;276,2777777;731,8518516;1998;2001
6194783;Micron Technology;1;0;0;0;0,581395349;0,703081232;0,145454545;0,111111111;8,988194426;15,49349378;384,8750001;1079,25;1998;2001
6196096;Micron Technology;1;0;0;0;0,575;0,629213483;0,116071428;0,151923077;302;1153;504;1424;1999;2001
6197607;Micron Technology;1;0;0;0;0,653571429;0,674932615;0,098765432;0,134532374;11,20000004;6,288135577;81,00000008;46,33333293;1999;2001
6197620;Micron Technology;1;0;0;0;0;0;0;0;6,217803039;3,675982549;87,49999654;82,33333038;1999;2001
6197628;Micron Technology;1;0;0;0;0,431235431;0,504467755;0,074793388;0,079775023;5,283571435;5,677559335;324,4000002;900,6000005;1998;2001
6197634;Micron Technology;1;0;0;0;0,474418605;0,672916667;0,105128205;0,127777778;4,379629625;3,285370054;34,66666641;31,66666692;1998;2001
6197662;Micron Technology;1;0;0;0;0;0;0;0;3,700000004;1,815789473;26,50000004;16,81818195;1999;2001
6198144;Micron Technology;1;0;0;0;0,165509259;0,276494565;0,019778481;0,029605263;4,467579968;2,571795833;141,0221011;328,9132709;1999;2001
6200832;Micron Technology;1;0;0;0;0,852941176;0,909090909;0,26;0,297619048;9,444444441;7,593954241;504;1424;1999;2001
6200833;Micron Technology;1;0;0;0;0,715;0,851172708;0,227272727;0,232286995;7,5;2,183999398;273,9999997;730,5833331;1999;2001
6200835;Micron Technology;1;0;0;0;0,161616162;0,179166667;0,015151515;0,019223068;3,214285715;3,214285715;30,0000003;20,63636354;1999;2001
6200839;Micron Technology;1;0;0;0;0;0;0;0;4,471820243;3,241423456;23,39999991;53,40838426;1999;2001
6200874;Micron Technology;1;0;0;0;0,453201971;0,634551495;0,1003861;0,137791287;2,636363635;2,205128206;504;1424;1997;2001
6200889;Micron Technology;1;0;0;0;0;0;0;0;7,267659663;3,214406998;168,1041666;410,4238076;2000;2001
6200892;Micron Technology;1;0;0;0;0,304651163;0,654552912;0,058490566;0,072321429;3,822222219;1,551013603;52,99999868;56,0000006;1998;2001
6200895;Micron Technology;1;0;0;0;0,234913793;0,30836887;0,019230769;0,016142384;4,381631443;3,437636892;228,1199997;607,349998;1999;2001
6200901;Micron Technology;1;0;0;0;0,141275296;0,185133443;0,003436426;0,005329702;6,020470168;4,420238692;256,3363637;688,8295448;1998;2001
6200906;Micron Technology;1;0;0;0;0,571428572;0,736940299;0,2;0,208333333;3,966666665;4,056387436;338,5;951,3333333;1998;2001
6200909;Micron Technology;1;0;0;0;0,303977273;0,330691643;0,04009434;0,038541667;4,784126986;4,613839966;344,8333333;969,3333329;2000;2001
6201219;Micron Technology;1;0;0;0;0,173913044;0,462357415;0,003571429;0,004819277;4,674916439;2,572955678;135,0222221;337,3171038;1998;2001
6201287;Micron Technology;1;0;0;0;0,238297872;0,459280576;0,028571429;0,033846154;9,213680807;3,881771399;349,5999999;958,67619;1998;2001
6204072;Micron Technology;1;0;0;0;0,416666666;0,594736842;0,119047619;0,135;2,700000001;1,960638299;11,20000004;11,9047619;1999;2001
6204077;Micron Technology;1;0;0;0;0,522727273;0,847908745;0,133333333;0,156950673;302;1153;504;1424;1999;2001
6204093;Micron Technology;1;0;0;0;0,453947369;0,614886731;0,053571429;0,042746114;8,251428575;5,635246086;218,3999999;604,9833337;1997;2001
6204095;Micron Technology;1;0;0;0;0,462765957;0,482407407;0,09375;0,121767241;5,458037382;2,887336732;175,5666667;465,0565071;1999;2001
6204106;Micron Technology;1;0;0;0;0,231481482;0,35046729;0,025641025;0,040697674;4,218181813;3,48687847;143,3333335;368,6611111;1998;2001
6204110;Micron Technology;1;0;0;0;0,467948718;0,482514881;0,098557692;0,101683938;5,571428587;9,88235296;504;1424;1999;2001
6204114;Micron Technology;1;0;0;0;0,3;0,343672457;0,033898305;0,045918367;20,16666667;6,736799571;504;1424;1999;2001
6204142;Micron Technology;1;0;0;0;0,321759259;0,535009862;0,053333333;0,065074906;4,649999997;1,820147591;317,4;865,4755554;1998;2001
6204143;Micron Technology;1;0;0;0;0,267962513;0,383308682;0,040895522;0,039842112;4,629348092;4,289956425;167,8095238;428,9444447;1999;2001
6204145;Micron Technology;1;0;0;0;0,181713628;0,308766331;0,023938224;0,019388954;4,579889325;3,298830625;200,5694448;508,5125665;1998;2001
6204149;Micron Technology;1;0;0;0;0;0;0;0;6,517575752;8,156561721;324,7999998;868,1866665;1999;2001
6204156;Micron Technology;1;0;0;0;0,57;0,71942446;0,135849057;0,182439024;3,177840367;2,056553317;227,9880952;618,827381;1999;2001
6204166;Micron Technology;1;0;0;0;0,156462585;0,18206158;0,024154589;0,023809524;4,587102815;3,96649655;88,92499927;172,0863156;1998;2001
6204171;Micron Technology;1;0;0;0;0,291666667;0,367159499;0,018796992;0,017958412;8,937499984;5,545639352;301,875;748,7361107;1997;2001
6204172;Micron Technology;1;0;0;0;0,186755952;0,305555556;0,013863773;0,016553959;10,83161283;5,995902423;429,8749999;1193,921717;1998;2001
6204175;Micron Technology;1;0;0;0;0,255813953;0,420560748;0;0;3,742592592;2,298982023;194,2499999;501,0718956;1999;2001
6204178;Micron Technology;1;0;0;0;0,097701149;0,131490992;0,0066313;0,008729812;16,28571437;56,05155736;436,6428571;1223,392857;1998;2001
6204179;Micron Technology;1;0;0;0;0,031372549;0,056206897;0;0;4,663708035;2,971623468;191,3541673;473,4357493;1999;2001
6204196;Micron Technology;1;0;0;0;0,111111111;0,051546392;0;0;14,50000001;17,06481484;349,3333333;992;1998;2001
6204206;Micron Technology;1;0;0;0;0,417647059;0,62345679;0,066666667;0,058479532;20,92195768;55,62972039;468,5555556;1319,885943;1997;2001
6204521;Micron Technology;1;0;0;0;0,264705882;0,397058824;0,06;0,111111111;302;1153;504;1424;1998;2001
6207467;Micron Technology;1;0;0;0;0;0;0;0;5,734347229;3,562536364;180,4195901;453,7189438;1999;2001
6207474;Micron Technology;1;0;0;0;0,416851441;0,495134109;0,063210227;0,069377991;4,474092577;3,904331459;190,5185185;513,9567897;1998;2001
6207512;Micron Technology;1;0;0;0;0,3;0,496774194;0,043478261;0,060483871;4,250228938;1,95939697;43,12499977;37,88888909;1998;2001
6207523;Micron Technology;1;0;0;0;0,320378151;0,565055762;0,041050903;0,045039683;5,328892153;2,87742188;156,4999992;329,3333322;1997;2001
6207529;Micron Technology;1;0;0;0;0;0;0;0;6,936868679;2,459957239;359,9999998;959,1666667;1997;2001
6207548;Micron Technology;1;0;0;0;0,567567568;0,659430777;0,108108108;0,120036934;5,25272025;3,436844725;179,7161291;411,0284565;1997;2001
6207559;Micron Technology;1;0;0;0;0;0;0;0;5,769888;3,294330436;274,1666665;729,341799;1998;2001
6207571;Micron Technology;1;0;0;0;0,260606061;0,344740177;0,036036036;0,044600939;4,615384619;2,080400947;288,9999987;740,3999997;2000;2001
6207578;Micron Technology;1;0;0;0;0;0;0;0;7,444444456;3,259136208;504;1424;1999;2001
6207587;Micron Technology;1;0;0;0;0,347826087;0,467346939;0,094545454;0,093442623;4,515346634;2,95061362;120,8446972;281,6226944;1997;2001
6207630;Micron Technology;1;0;0;0;0,305555556;0,269736842;0,071428572;0,061827957;6,249999994;9,547751329;504;1424;2000;2001
6208947;Micron Technology;1;0;0;0;0,448179272;0,760799789;0,03998546;0,0445358;9,788238098;6,02885079;301,9047606;780,2936379;2000;2001
6210984;Micron Technology;1;0;0;0;0,593220339;0,695652174;0,082568807;0,1;10,85639728;5,853302908;416,222222;1125,703704;1999;2001
6210985;Micron Technology;1;0;0;0;0,506944444;0,76109215;0,102564103;0,138075314;302;1153;504;1424;1999;2001
6210992;Micron Technology;1;0;0;0;0,299952651;0,409690367;0,036698718;0,039955008;3,774700853;2,524311288;128,966667;338,3582604;1999;2001
6210993;Micron Technology;1;0;0;0;0,238461538;0,394427245;0,013953488;0,020869565;6,293650802;5,319770446;62,11111099;93,09523939;1999;2001
6211007;Micron Technology;1;0;0;0;0,645833333;0,883928571;0,076923077;0,068825911;2,577777777;1,739908136;200,5000005;495,25;1997;2001
6211015;Micron Technology;1;0;0;0;0,349180328;0,672786177;0,055555556;0,066783217;3,862713182;2,177746408;101,2500005;198,3108755;1999;2001
6211026;Micron Technology;1;0;0;0;0,637931035;0,81106383;0,12987013;0,153465347;3,578559716;2,13155955;97,14444441;230,993645;1998;2001
6211033;Micron Technology;1;0;0;0;0,116306254;0,154961295;0,006239737;0,006037837;5,297123011;3,612498991;171,9374987;416,2343714;1997;2001
6211037;Micron Technology;1;0;0;0;0;0;0;0;8,533333333;12,44444444;504;1424;1999;2001
6211039;Micron Technology;1;0;0;0;0,2;0,393243243;0,018947368;0,016781609;4,178142286;2,065945287;199,6666662;506,6203698;1996;2001
6211049;Micron Technology;1;0;0;0;0,32016632;0,469611348;0,031604055;0,041041276;82,42348482;290,7779956;504;1424;1999;2001
6211052;Micron Technology;1;0;0;0;0,542222222;0,617482518;0,096666667;0,109565217;3,764610392;3,323693634;219,3;583,4091269;1999;2001
6211054;Micron Technology;1;0;0;0;0,253496503;0,274444612;0,040816327;0,039862971;7,542857131;8,287564104;276,5000003;753,1666666;1999;2001
6211073;Micron Technology;1;0;0;0;0,289609053;0,399367339;0,029492456;0,036506421;6,651937529;5,179921401;169,6153852;434,3710091;1998;2001
6211078;Micron Technology;1;0;0;0;0,096194503;0,128123339;0,000699301;0,001350135;4,992777769;2,596434668;139,8000006;308,3666669;1997;2001
6211093;Micron Technology;1;0;0;0;0;0;0;0;5,850000002;4,86683893;117,5999999;315,1333333;1998;2001
6211545;Micron Technology;1;0;0;0;0;0;0;0;7,322916664;5,929254527;90,99999991;109,6000011;1999;2001
6211562;Micron Technology;1;0;0;0;0,267973856;0,383006536;0,060263654;0,074329502;4,303179752;2,48035789;128,3690475;323,292517;1999;2001
6214127;Micron Technology;1;0;0;0;0,739130435;0,951588502;0,222222222;0,264957265;302;1153;504;1424;1998;2001
6214635;Micron Technology;1;0;0;0;0,411764706;0,494573955;0,064393939;0,07424812;7,190255567;4,711375498;231,9230773;578,0435902;1999;2001
6214641;Micron Technology;1;0;0;0;0,193181818;0,369628906;0,016025641;0,013793103;7,814694658;4,443009371;193,2892427;460,510209;1999;2001
6214652;Micron Technology;1;0;0;0;0,818181818;0,971311475;0,18;0,202531646;2,919230769;1,751794873;18,75;13,1666667;1999;2001
6214687;Micron Technology;1;0;0;0;0,212121212;0,416666667;0,035714286;0,046428572;7,424999997;4,19153226;41,99999966;19,44444444;1999;2001
6214697;Micron Technology;1;0;0;0;0;0;0;0;5,204807696;5,750260827;93,37499948;239,8082958;2000;2001
6214707;Micron Technology;1;0;0;0;0,149509804;0,235867446;0,005434783;0,004249292;7,670332445;7,593162253;283,6250006;743,5178565;1999;2001
6214711;Micron Technology;1;0;0;0;0;0;0;0;6,64951705;6,678100992;232,4479179;579,442306;1998;2001
6214716;Micron Technology;1;0;0;0;0,138424296;0,198830409;0,009389671;0,014820265;7,909141839;6,230799884;283,0588243;712,5947722;1998;2001
6214726;Micron Technology;1;0;0;0;0,666666667;0,85;0,151515152;0,165289256;302;1153;504;1424;1998;2001
6214727;Micron Technology;1;0;0;0;0,398422091;0,541346154;0,070175439;0,089882943;3,980194806;2,67656147;105,6916665;253,5262626;1997;2001
6214729;Micron Technology;1;0;0;0;0,310267857;0,41742228;0,030487805;0,036245353;7,653333341;6,71000407;412,7666666;1149,74902;1998;2001
6215145;Micron Technology;1;0;0;0;0,21038961;0,271563342;0,02244898;0,014335146;4,618436406;4,17508505;44,47916699;53,95592915;1998;2001
6215151;Micron Technology;1;0;0;0;0;0;0;0;4,961111112;2,705359602;47,24999962;30;1999;2001
6215172;Micron Technology;1;0;0;0;0;0;0;0;78,84444444;290,2389638;265,9999999;727,8333333;1998;2001
6217949;Micron Technology;1;0;0;0;0,629629629;0,756345178;0,102040817;0,091880341;20,83090879;57,00019781;291,1999991;748,8549989;2000;2001
6218216;Micron Technology;1;0;0;0;0,527027027;0,662025316;0,140625;0,161764706;302;1153;504;1424;2000;2001
6218237;Micron Technology;1;0;0;0;0,211084906;0,416425819;0,02238806;0,017633929;9,127777791;4,277707235;212,6666671;505,7777784;1996;2001
6218256;Micron Technology;1;0;0;0;0,341176471;0,534906166;0,056533333;0,064939271;4,070829164;2,534207299;48,21428592;101,2363945;1999;2001
6218259;Micron Technology;1;0;0;0;0,744444445;0,889429763;0,137254902;0,162;4,090909098;1,649082568;51,00000036;41,66666667;1999;2001
6218288;Micron Technology;1;0;0;0;0,186390532;0,263296703;0,018610422;0,015934066;9,718515796;9,240107752;385,4411179;1063,093812;1998;2001
6218293;Micron Technology;1;0;0;0;0,227344992;0,302749435;0,019057519;0,020654801;7,232279796;6,005803423;399,4866665;1100,11683;1998;2001
6218295;Micron Technology;1;0;0;0;0,594594595;0,688442211;0,128205128;0,144230769;2,846153849;2,905109485;504;1424;1998;2001
6218297;Micron Technology;1;0;0;0;0,216775599;0,273431595;0,025089606;0,026155718;5,656547619;4,987762569;283,0000005;734,8333336;1998;2001
6218316;Micron Technology;1;0;0;0;0,09122807;0,224613003;0,004613807;0,006480754;44,50999334;128,9579944;474,7727273;1333,925325;1998;2001
6218698;Micron Technology;1;0;0;0;0,33203125;0,518446181;0,046052631;0,03115142;3,472170623;2,431205741;27,70833356;29,6824632;1998;2001
6219908;Micron Technology;1;0;0;0;0,248484849;0,497318008;0,024691358;0,029661017;6,523177619;4,539209669;169,4607148;386,9892248;1997;2001
6221564;Micron Technology;1;0;0;0;0,892857143;0,907725322;0,233766234;0,242214533;5,107070707;2,942228862;224,7;584,0499998;1998;2001
6221691;Micron Technology;1;0;0;0;0,287179487;0,533067729;0,063157895;0,073404255;6,585822506;15,15814829;293,4772724;789,199567;1999;2001
6221695;Micron Technology;1;0;0;0;0,888888889;0,923076923;0,227272727;0,253333333;302;1153;504;1424;1998;2001
6221708;Micron Technology;1;0;0;0;0,644444444;0,754954955;0,136170213;0,156613757;3,219418081;3,926787242;83,5624999;200,05;1999;2001
6221711;Micron Technology;1;0;0;0;0,24122807;0,451633166;0,020588235;0,02237927;7,114981951;2,879835645;107,9226187;234,9730486;1998;2001
6221729;Micron Technology;1;0;0;0;0;0;0;0;3,745989308;1,975726284;207,3333323;500,8888887;1998;2001
6221748;Micron Technology;1;0;0;0;0;0;0;0;16,49999989;11,46875006;504;1424;1999;2001
6221753;Micron Technology;1;0;0;0;0,699186992;0,765550239;0,176470588;0,190251572;14,57782395;32,57666347;299,2250001;819,8168406;1997;2001
6221763;Micron Technology;1;0;0;0;0,186507937;0,323235243;0,014640639;0,018000766;7,570682292;6,369655605;199,518519;498,5136685;1999;2001
6221779;Micron Technology;1;0;0;0;0,56302521;0,750992063;0,097505669;0,128571429;5,050079368;2,790499957;268,7999999;723,1749682;1998;2001
6222257;Micron Technology;1;0;0;0;0,793103448;0,813559322;0,263157895;0,277777778;6,041666676;3,262479703;504;1424;1999;2001
6222271;Micron Technology;1;0;0;0;0,631578947;0,776785714;0,152777778;0,179012346;5,428571438;9,100000014;504;1424;1997;2001
6223331;Micron Technology;1;0;0;0;0,342105263;0,383988764;0,047794118;0,059904154;7,628787856;4,613555064;160,0000002;391,3988098;1998;2001
6223432;Micron Technology;1;0;0;0;0,28125;0,535310735;0,046153846;0,049792531;5,144871795;4,015554185;276,3750003;734,175347;1999;2001
6224713;Micron Technology;1;0;0;0;0,082142857;0,122058824;0,001818182;0,004255319;46,56565646;121,1857275;396,5454548;1053,439394;1999;2001
6224936;Micron Technology;1;0;0;0;0,647058824;0,704365079;0,159722223;0,209651899;8,883523187;11,99906896;405,9473683;1134,281871;1998;2001
6224942;Micron Technology;1;0;0;0;0;0;0;0;3,000000003;2,150684931;13,50000001;9,909090928;1999;2001
6225142;Micron Technology;1;0;0;0;0,425;0,512430939;0,111111111;0,116459627;2,961904763;2,185502534;112,2;298,2658119;1999;2001
6225147;Micron Technology;1;0;0;0;0,762711864;0,822052402;0,1875;0,222580645;5,162500009;5,220498073;262;719,3809524;1999;2001
6225157;Micron Technology;1;0;0;0;0,502392345;0,624897625;0,192307692;0,212787213;4,282539678;2,896250003;185,3333335;489,8333333;1999;2001
6225159;Micron Technology;1;0;0;0;0,862068966;0,946666667;0,32;0,41025641;302;1153;504;1424;1999;2001
6225165;Micron Technology;1;0;0;0;0,235576923;0,346273292;0,017102616;0,01955459;4,944227975;4,339326324;267,3590522;707,865112;1998;2001
6225172;Micron Technology;1;0;0;0;0;0;0;0;10,66666667;3,119047619;46,00000092;154,9999977;1998;2001
6225174;Micron Technology;1;0;0;0;0;0;0;0;5,079166674;2,854359925;58,36666599;35,20770168;1996;2001
6225208;Micron Technology;1;0;0;0;0;0;0;0;4,555555558;2,335999999;66,00000066;93,50000145;2000;2001
6225228;Micron Technology;1;0;0;0;1;1;0,454545455;0,4;11,8760942;23,67396672;183,1250001;486,4722222;1999;2001
6225232;Micron Technology;1;0;0;0;0,215686275;0,34269663;0;0;302;1153;504;1424;2000;2001
6225237;Micron Technology;1;0;0;0;0,183181706;0,306881978;0,012782839;0,014158015;5,909632877;3,174100391;148,0648147;369,5343359;1998;2001
6227955;Micron Technology;1;0;0;0;0,174561403;0,188744939;0,013191206;0,016842105;8,431374177;12,47810478;222,6990738;578,9062497;1999;2001
6228548;Micron Technology;1;0;0;0;0,176308784;0,290600704;0,013346338;0,021540054;5,282983684;2,617257166;78,64999837;36,60259772;2000;2001
6228667;Micron Technology;1;0;0;0;0;0;0;0;8,928571412;15,88888882;504;1424;2000;2001
6228677;Micron Technology;1;0;0;0;0,383783784;0,440625;0,059649123;0,082681564;5,493472227;8,643930187;314,5599998;860,9947369;2000;2001
6228687;Micron Technology;1;0;0;0;0,213289582;0,294762561;0,016447368;0,021800425;5,325147746;4,770769327;165,9714283;401,9968331;1999;2001
6228710;Micron Technology;1;0;0;0;0,282142857;0,411490683;0,026595745;0,030453258;302;1153;504;1424;1999;2001
6228738;Micron Technology;1;0;0;0;0,366666667;0,553401361;0,037209302;0,044117647;302;1153;504;1424;1998;2001
6228740;Micron Technology;1;0;0;0;0,121212121;0,224729242;0,006493507;0,008403362;6,657417577;4,183737537;274,4583333;732,9639422;1999;2001
6228772;Micron Technology;1;0;0;0;0;0;0;0;9,599999969;4,472727268;504;1424;2000;2001
6228775;Micron Technology;1;0;0;0;0,358552632;0,484317343;0,053977273;0,052955665;36,63918026;130,2089181;127,8074074;335,0318931;1998;2001
6229174;Micron Technology;1;0;0;0;0,525;0,656903766;0,099056604;0,121951219;3,733719984;2,890720889;42,69444355;34,16666675;1997;2001
6232145;Micron Technology;1;0;0;0;0,804054054;0,917602996;0,205;0,261968085;3,478632482;3,18924328;264,5;719,8333334;1998;2001
