PN;Assignee Name;Micron;IBM;Samsung;Toshiba;mean_cumulative_incl_unigram_red_linkage;mean_cumulative_incl_unigram_compl_linkage;mean_cumulative_incl_bigram_red_linkage;mean_cumulative_incl_bigram_compl_linkage;mean_preclusive_incl_unigram_red_linkage;mean_preclusive_incl_unigram_compl_linkage;mean_preclusive_incl_bigram_red_linkage;mean_preclusive_incl_bigram_compl_linkage;filing_year;grant_year
7419895;Micron Technology;1;0;0;0;0,234402852;0,358617753;0,015591779;0,017232808;302;1153;504;1424;2003;2008
7420238;Micron Technology;1;0;0;0;0,295918367;0,355278201;0,03125;0,023681641;3,455840804;3,129747977;117,090909;280,0312748;2005;2008
7422924;Micron Technology;1;0;0;0;0;0;0;0;4,46408341;2,573615981;48,67160577;36,82212709;2005;2008
7422948;Micron Technology;1;0;0;0;0,666666667;0,880478088;0,166666667;0,219092332;3,738095239;2,031001043;25,27777759;17,18650799;2005;2008
7422960;Micron Technology;1;0;0;0;0,33531746;0,597619048;0,044117647;0,062716263;4,846153854;2,359550561;101,9999955;48,16666591;2006;2008
7422966;Micron Technology;1;0;0;0;0;0;0;0;4,027777772;1,880071272;63,99999846;34,79999984;2005;2008
7422978;Micron Technology;1;0;0;0;0,23125;0,43832021;0,010489511;0,009943182;6;3,048191415;275,8333333;740,6000004;2005;2008
7422986;Micron Technology;1;0;0;0;0;0;0;0;6,718750009;3,443846539;157,25;394,4999997;2006;2008
7423311;Micron Technology;1;0;0;0;0,406392694;0,640888889;0,056451613;0,075848304;6,636363615;6,25;504;1424;2006;2008
7425461;Micron Technology;1;0;0;0;0;0;0;0;7,920000007;13,02330383;408,3;1144,2;2006;2008
7425462;Micron Technology;1;0;0;0;0;0;0;0;14,50000005;12,48000002;504;1424;2006;2008
7425463;Micron Technology;1;0;0;0;0,78;0,939882698;0,164556962;0,214592275;4,545454545;2,728;504;1424;2006;2008
7425470;Micron Technology;1;0;0;0;1;1;0,386363636;0,411764706;302;1153;504;1424;2004;2008
7425472;Micron Technology;1;0;0;0;0;0;0;0;5,108095235;3,165595333;408,0999999;1144,433333;2005;2008
7425491;Micron Technology;1;0;0;0;0,538793104;0,704351536;0,078252033;0,073446328;4,893467728;2,852857359;125,232323;261,1745002;2006;2008
7425499;Micron Technology;1;0;0;0;0,248484848;0,291265597;0;0;4,986904764;3,551059851;123,5499998;317,0119056;2004;2008
7425507;Micron Technology;1;0;0;0;0,105882353;0,191374663;0;0;10,31864097;7,982797745;256,272728;649,8809351;2005;2008
7427535;Micron Technology;1;0;0;0;0;0;0;0;4,33044733;2,779313236;143,9999989;349,6599992;2004;2008
7427536;Micron Technology;1;0;0;0;0,254201681;0,289285714;0,027027027;0,017343679;6,61111112;5,543478266;111,0000001;78,24999826;2006;2008
7427570;Micron Technology;1;0;0;0;0,695652174;0,818181818;0,129476584;0,127192982;5,528846163;4,776879302;312,4999986;863,9999854;2005;2008
7427798;Micron Technology;1;0;0;0;0;0;0;0;10,31249996;10,99759622;268,9999998;738,8750002;2004;2008
7429494;Micron Technology;1;0;0;0;0,87654321;0,982615894;0,099009901;0,110375276;16,20000002;7,597484251;504;1424;2004;2008
7429515;Micron Technology;1;0;0;0;0,502232143;0,644616788;0,056930693;0,077040816;7,674074078;3,532152985;504;1424;2005;2008
7429535;Micron Technology;1;0;0;0;0,72;0,877094972;0,3125;0,358778626;5;3,653061221;504;1424;2007;2008
7429536;Micron Technology;1;0;0;0;0,249603175;0,355541872;0,018204804;0,021408221;6,017341124;4,056456301;246,3136347;609,6687805;2005;2008
7429767;Micron Technology;1;0;0;0;0,245614035;0,402121504;0,032274082;0,032623933;5,822939254;4,289326563;101,1245613;187,1015053;2005;2008
7432121;Micron Technology;1;0;0;0;0;0;0;0;3,505050505;2,44590933;33,29166647;20,60515891;2005;2008
7432148;Micron Technology;1;0;0;0;0;0;0;0;7,311065975;7,864244609;202,5961534;529,6238391;2005;2008
7432166;Micron Technology;1;0;0;0;0,304878049;0,305084746;0,031690141;0,057065218;3,727272726;1,594594595;23,66666674;14,15384614;2002;2008
7432197;Micron Technology;1;0;0;0;0,645833333;0,81147541;0,117647059;0,129166667;302;1153;504;1424;2006;2008
7432214;Micron Technology;1;0;0;0;0,518518519;0,646121148;0,075949367;0,071969697;302;1153;504;1424;2004;2008
7432548;Micron Technology;1;0;0;0;0,362637363;0,50334386;0,039422326;0,043050056;20,11168718;29,74928429;379,4230777;1012,402779;2006;2008
7435536;Micron Technology;1;0;0;0;0,204412719;0,281663516;0,017234626;0,021323733;4,670673075;3,498152706;41,62500004;39,25000018;2006;2008
7435620;Micron Technology;1;0;0;0;0;0;0;0;8,822066851;6,488087987;398,1666667;1112,593915;2007;2008
7435636;Micron Technology;1;0;0;0;0,585714286;0,811946903;0,134020619;0,212464589;51,53412685;136,7546135;446,0458753;1251,726731;2007;2008
7435641;Micron Technology;1;0;0;0;0,6875;0,744939271;0,228571429;0,246963563;4;2,445544552;34,99999948;41,16666663;2007;2008
7436020;Micron Technology;1;0;0;0;0;0;0;0;3,660287075;2,023172906;26,99999978;38,80555653;2004;2008
7436067;Micron Technology;1;0;0;0;0,710526316;0,863414634;0,054545455;0,071823204;302;1153;504;1424;2005;2008
7439138;Micron Technology;1;0;0;0;0,865853659;0,798795181;0,245762712;0,242346939;302;1153;504;1424;2006;2008
7439140;Micron Technology;1;0;0;0;0;0;0;0;2,866666669;1,692000001;67,0000006;67,33333401;2006;2008
7439152;Micron Technology;1;0;0;0;0,271045328;0,345785915;0,027146001;0,028706518;5,111111109;1,767123287;504;1424;2004;2008
7439155;Micron Technology;1;0;0;0;0;0;0;0;3,762387612;4,533760258;32,1547615;75,86993605;2004;2008
7439157;Micron Technology;1;0;0;0;0,199546485;0,315318958;0,017374518;0,016997167;3,315789469;1,586826348;37,00000004;32,09090918;2005;2008
7439158;Micron Technology;1;0;0;0;0,377906977;0,567258883;0,0375;0,044527897;16,01530609;31,82646097;447,7142859;1231,666667;2003;2008
7439169;Micron Technology;1;0;0;0;0;0;0;0;3,2;2,008498584;18,99999998;23,85714267;2006;2008
7439194;Micron Technology;1;0;0;0;0,403368794;0,479207597;0,051229508;0,06453252;11,05619055;14,76419403;314,6000001;862,6;2005;2008
7439195;Micron Technology;1;0;0;0;0,428571429;0,502205882;0,102678572;0,122663551;3,791666672;3,323170728;254,3333333;714,2291667;2006;2008
7439564;Micron Technology;1;0;0;0;0,4;0,502040816;0,027027027;0,037974684;2,307692309;1,666666667;7,400000007;8,777777749;2005;2008
7440255;Micron Technology;1;0;0;0;0,260606061;0,492195122;0,019117647;0,017112299;302;1153;504;1424;2003;2008
7442319;Micron Technology;1;0;0;0;0,680751174;0,714448237;0,092457421;0,131808279;302;1153;504;1424;2005;2008
7442578;Micron Technology;1;0;0;0;0;0;0;0;5,416666661;11,25000001;278,4999993;810,5000026;2006;2008
7442600;Micron Technology;1;0;0;0;0,184782609;0,176708075;0,014751553;0,015925177;302;1153;504;1424;2004;2008
7442633;Micron Technology;1;0;0;0;0;0;0;0;10,50000004;3,192337887;66,66666667;76,15151462;2005;2008
7442643;Micron Technology;1;0;0;0;0;0;0;0;23,45454542;58,65217277;268;723,5555555;2006;2008
7445951;Micron Technology;1;0;0;0;0;0;0;0;3,533333332;4,179487174;97,99999647;73,33333138;2006;2008
7445973;Micron Technology;1;0;0;0;0,273182957;0,376507936;0,021276596;0,022497188;4,561079545;3,756067129;151,4583332;375,4829544;2006;2008
7445990;Micron Technology;1;0;0;0;0,358241758;0,642168063;0,058608059;0,075506073;3,888888891;1,396313364;41,99999966;31,66666704;2006;2008
7445991;Micron Technology;1;0;0;0;0,285024154;0,5552528;0,038239538;0,044070513;3,833333337;1,64573991;15,39999998;11,55555549;2007;2008
7445996;Micron Technology;1;0;0;0;0,3125;0,391803278;0,037634408;0,061264822;5,426573431;2,955715545;54,25000063;36,84563467;2005;2008
7446028;Micron Technology;1;0;0;0;0,376344086;0,621818182;0,052631579;0,073903002;8,828754585;3,996264696;93,41666963;167,8505723;2005;2008
7449368;Micron Technology;1;0;0;0;0;0;0;0;4,285714292;3,086956521;46,50000074;70,74999809;2005;2008
7449391;Micron Technology;1;0;0;0;0,311598746;0,458963012;0,033651849;0,038358728;3,025083685;2,468451102;29,49464259;41,97067004;2005;2008
7452732;Micron Technology;1;0;0;0;0;0;0;0;6,214285709;2,60878794;424;1189,833333;2003;2008
7452759;Micron Technology;1;0;0;0;0,28125;0,397727273;0,05;0,047337278;4,699872572;3,361282106;314,4;863,792303;2005;2008
7452760;Micron Technology;1;0;0;0;0,787878788;0,939393939;0,172413793;0,173913044;302;1153;504;1424;2006;2008
7452766;Micron Technology;1;0;0;0;0,266666667;0,414141414;0,024390244;0,020547945;4,523809529;3,251781749;215,9499999;578,2904762;2006;2008
7455956;Micron Technology;1;0;0;0;0,20238806;0,328463768;0,016633663;0,021125;5,862634281;4,080931248;201,666667;516,8536155;2007;2008
7456054;Micron Technology;1;0;0;0;0,222470238;0,310666667;0,019907407;0,028796654;3,733333331;2,262443439;90,0000009;258,9999907;2005;2008
7459346;Micron Technology;1;0;0;0;0,303797468;0,695319962;0,02962963;0,056818182;9,043040294;4,098339243;201,9375036;463,5555579;2005;2008
7459362;Micron Technology;1;0;0;0;0,196078431;0,243201998;0,018099547;0,029289724;3,692307697;3,236641223;65,00000163;80,33333191;2005;2008
7459363;Micron Technology;1;0;0;0;0;0;0;0;3,838943002;2,411572259;34,80000011;27,70238119;2006;2008
7459393;Micron Technology;1;0;0;0;0,206896552;0,247588424;0,025641026;0,014285714;3,427457347;2,061008771;283,6470586;773,6470591;2006;2008
7459739;Micron Technology;1;0;0;0;0,507692308;0,7593361;0,052631579;0,043613707;3,744152046;2,01132039;33,6458333;22,49023099;2006;2008
7459742;Micron Technology;1;0;0;0;0;0;0;0;3,588888892;1,841503267;34,00000024;20,44444444;2006;2008
7459764;Micron Technology;1;0;0;0;0;0;0;0;4,270124717;2,897133611;225,7142858;617,6071428;2004;2008
7459773;Micron Technology;1;0;0;0;0;0;0;0;6,034343431;5,325394662;177,7999999;482,1341991;2005;2008
7462510;Micron Technology;1;0;0;0;0;0;0;0;12,03703704;8,004951066;101,9999994;65,08333263;2004;2008
7462559;Micron Technology;1;0;0;0;0;0;0;0;6,928571424;3,961038967;504;1424;2007;2008
7465406;Micron Technology;1;0;0;0;0;0;0;0;2,636363635;1,6;14,3333333;15,66666672;2006;2008
7465488;Micron Technology;1;0;0;0;0;0;0;0;4,714285717;5,766666654;23,99999981;31,39999976;2006;2008
7465607;Micron Technology;1;0;0;0;0,75;0,946759259;0,271186441;0,314345992;302;1153;504;1424;2007;2008
7465608;Micron Technology;1;0;0;0;0;0;0;0;4,980671085;4,325288651;137,1140352;316,89599;2004;2008
7465616;Micron Technology;1;0;0;0;0,427083333;0,592031425;0,085561497;0,085561497;3,000000003;2,20909091;22,6666667;19,83333336;2004;2008
7465650;Micron Technology;1;0;0;0;0;0;0;0;6,136363638;4,290202962;504;1424;2005;2008
7468105;Micron Technology;1;0;0;0;0;0;0;0;7,555555557;4,569422982;89,25000189;61,341667;2001;2008
7468108;Micron Technology;1;0;0;0;0,130434783;0,137440759;0;0;302;1153;504;1424;2006;2008
7468323;Micron Technology;1;0;0;0;0,216326531;0,338613861;0,0125;0,008;302;1153;504;1424;2004;2008
7468534;Micron Technology;1;0;0;0;0,808510638;0,788732394;0,131147541;0,125;302;1153;504;1424;2005;2008
7470552;Micron Technology;1;0;0;0;0;0;0;0;3,583333339;3,927272722;64;211,0000219;2007;2008
7470576;Micron Technology;1;0;0;0;0,378917379;0,50273224;0,062626263;0,069005848;302;1153;504;1424;2004;2008
7470583;Micron Technology;1;0;0;0;0,241935484;0,500648508;0,018518519;0,02173913;302;1153;504;1424;2006;2008
7470590;Micron Technology;1;0;0;0;0;0;0;0;6,111111098;3,415020194;360,3333336;980,1111109;2006;2008
7470625;Micron Technology;1;0;0;0;0;0;0;0;6,15740742;4,362455978;345,3333333;962,6666667;2006;2008
7470628;Micron Technology;1;0;0;0;0;0;0;0;4,500000005;4,390243898;20;15,18181829;2005;2008
7470631;Micron Technology;1;0;0;0;0,765957447;0,847457627;0,138461538;0,150627615;302;1153;504;1424;2000;2008
7470632;Micron Technology;1;0;0;0;0;0;0;0;4,454545453;5,110000006;67,0000006;41,49999921;2005;2008
7470635;Micron Technology;1;0;0;0;0;0;0;0;7,303703703;3,773734134;197,6666668;494,2222223;2006;2008
7470638;Micron Technology;1;0;0;0;0;0;0;0;5,753968255;4,001062439;350,3999999;988,0151474;2006;2008
7473582;Micron Technology;1;0;0;0;0,416326531;0,465838509;0,0625;0,090909091;4,874999995;2,429805997;129,6000002;303,5733333;2006;2009
7473596;Micron Technology;1;0;0;0;0,73015873;0,933940774;0,098901099;0,106918239;302;1153;504;1424;2003;2009
7473615;Micron Technology;1;0;0;0;0;0;0;0;3,939393939;2,320320198;51,2499998;27,87499975;2005;2009
7473637;Micron Technology;1;0;0;0;0,223529412;0,218726869;0,015340364;0,014136905;6,92943785;3,085847886;200,2963;364,6984126;2005;2009
7473644;Micron Technology;1;0;0;0;0,213942308;0,269407895;0,024193549;0,027877698;3,785714288;2,538498685;172,5000007;390,7499997;2004;2009
7476556;Micron Technology;1;0;0;0;0,529411765;0,842964824;0,054054054;0,069105691;302;1153;504;1424;2005;2009
7476586;Micron Technology;1;0;0;0;0,439215686;0,712654321;0,08;0,08503937;302;1153;504;1424;2006;2009
7476588;Micron Technology;1;0;0;0;0,3375;0,41995842;0,019230769;0,023696683;302;1153;504;1424;2007;2009
7479440;Micron Technology;1;0;0;0;0;0;0;0;4,714285706;2,23011696;21,60000002;14,41228061;2007;2009
7482190;Micron Technology;1;0;0;0;0,386666667;0,509803922;0,074074074;0,093023256;3,273809524;2,388826512;183,0000001;493,7777777;2006;2009
7482229;Micron Technology;1;0;0;0;0,256338028;0,362608695;0,015533981;0,015340909;6,806542975;3,837713155;219,3622218;572,3898796;2006;2009
7482284;Micron Technology;1;0;0;0;0,44;0,588405797;0,086580087;0,098290598;302;1153;504;1424;2007;2009
7482687;Micron Technology;1;0;0;0;0;0;0;0;3,230769226;2,348214287;10;11,89473691;2006;2009
7485497;Micron Technology;1;0;0;0;0;0;0;0;6,25;8,531250016;76,99999992;116,9999938;2007;2009
7485513;Micron Technology;1;0;0;0;0,260487805;0,371182796;0,031428572;0,038277512;302;1153;504;1424;2006;2009
7485526;Micron Technology;1;0;0;0;0,415525114;0,739669422;0,068100359;0,087628866;5,492890349;2,572740095;40,96018547;30,77601233;2005;2009
7485544;Micron Technology;1;0;0;0;0,355555556;0,606485084;0,084444445;0,092028986;6,240422076;2,223111595;34,99999965;82,10808302;2006;2009
7485548;Micron Technology;1;0;0;0;0;0;0;0;3,963025212;2,453763828;31,2666669;33,14999981;2006;2009
7485562;Micron Technology;1;0;0;0;0,198717949;0,298283262;0,00974026;0,009404389;6,678012294;4,641312449;168,7235164;317,5504314;2005;2009
7485587;Micron Technology;1;0;0;0;0,95;0,984615385;0,459459459;0,62195122;5;2,5;37,00000004;27,33333322;1998;2009
7488514;Micron Technology;1;0;0;0;0;0;0;0;67,0000006;362,9999917;504;1424;2005;2009
7488618;Micron Technology;1;0;0;0;0;0;0;0;13,98809533;41,07239764;362,333333;961,111111;2006;2009
7488641;Micron Technology;1;0;0;0;0,24863388;0,342564102;0,022108844;0,028755869;3,388888891;2,579365077;26,13333331;17,37762233;2004;2009
7488651;Micron Technology;1;0;0;0;0;0;0;0;4,177718837;2,857103971;81,00000008;71,99999942;2006;2009
7488664;Micron Technology;1;0;0;0;0;0;0;0;2,539915966;1,711798839;12,38095232;13,16428567;2005;2009
7488665;Micron Technology;1;0;0;0;0,115384615;0,278947368;0;0;7,583333334;4,936338053;83,99999933;192,111101;2004;2009
7488685;Micron Technology;1;0;0;0;0,185185185;0,377801121;0,011651469;0,016285302;5,595042235;2,654792837;144,3690472;337,1874996;2006;2009
7491570;Micron Technology;1;0;0;0;0;0;0;0;9,000000009;38,24999978;60,9999986;156,00001;2004;2009
7491602;Micron Technology;1;0;0;0;0;0;0;0;18,99999998;65,88888788;504;1424;2003;2009
7491608;Micron Technology;1;0;0;0;0,221532091;0,385793019;0,021419437;0,02051282;5,441295543;2,593194343;102,0000024;48,75000069;2006;2009
7491636;Micron Technology;1;0;0;0;0;0;0;0;7,804047618;5,344998059;338,1333317;922,4615376;2005;2009
7491641;Micron Technology;1;0;0;0;0,213684211;0,430673458;0,025171625;0,019984171;302;1153;504;1424;2006;2009
7491650;Micron Technology;1;0;0;0;0;0;0;0;10,66666667;6,526315809;504;1424;2005;2009
7494873;Micron Technology;1;0;0;0;0,420955882;0,555913349;0,057142857;0,066869301;6,152380937;3,757443939;353,5;976,7499993;2006;2009
7494889;Micron Technology;1;0;0;0;0;0;0;0;14,00000008;4,289855074;504;1424;2004;2009
7494894;Micron Technology;1;0;0;0;0,657142857;0,731034483;0,16;0,209580838;6,999999993;4,027777779;504;1424;2002;2009
7494910;Micron Technology;1;0;0;0;0;0;0;0;3,45715559;3,487242397;193,5735295;526,5561496;2006;2009
7494922;Micron Technology;1;0;0;0;0,875;0,946428571;0,205882353;0,284552846;1,571428571;1,323364486;18,69999983;11,58695648;2007;2009
7494925;Micron Technology;1;0;0;0;0,222222222;0,407079646;0,013333333;0,00729927;11,27142854;3,331987336;437,3571428;1222,202381;2004;2009
7494939;Micron Technology;1;0;0;0;0,448181194;0,58795487;0,091081594;0,11061828;6,714285724;3,00740741;504;1424;2004;2009
7495277;Micron Technology;1;0;0;0;0;0;0;0;7,400000007;4,252525258;49,00000064;192,0000123;2006;2009
7495316;Micron Technology;1;0;0;0;0,1;0,409090909;0;0;15,02294374;17,54682729;395,3916677;1065,793748;2007;2009
7497958;Micron Technology;1;0;0;0;0;0;0;0;5,899470899;6,557951477;347,8333334;956,1666666;2006;2009
7498230;Micron Technology;1;0;0;0;0,261381476;0,377185315;0,02532833;0,023931624;2,882352937;2,666666667;504;1424;2007;2009
7498240;Micron Technology;1;0;0;0;0,18;0,41025641;0,011111111;0,013761468;302;1153;504;1424;2005;2009
7498247;Micron Technology;1;0;0;0;0,277777778;0,469496636;0,031746032;0,040116703;6,270358399;3,553937617;86,4111155;114,4686794;2005;2009
7498258;Micron Technology;1;0;0;0;0;0;0;0;4,833333327;4,714285717;504;1424;2005;2009
7498260;Micron Technology;1;0;0;0;0;0;0;0;4,444444444;3,370786513;58,00000104;32;2007;2009
7498265;Micron Technology;1;0;0;0;0,222751638;0,389317438;0,017314352;0,022608696;4,103581871;3,185391557;76,27499693;59,42708225;2006;2009
7498606;Micron Technology;1;0;0;0;0;0;0;0;12,81249996;9,94655301;279,5000003;816,9999948;2006;2009
7498647;Micron Technology;1;0;0;0;0,3625;0,439665842;0,071428571;0,086956522;6,25;10,1;504;1424;2004;2009
7501313;Micron Technology;1;0;0;0;0;0;0;0;7,222222246;2,507812501;504;1424;2006;2009
7501329;Micron Technology;1;0;0;0;0,456790123;0,740986717;0,073394495;0,078886311;302;1153;504;1424;2003;2009
7504284;Micron Technology;1;0;0;0;0,459119497;0,671803653;0,05952381;0,05751634;5,452513787;3,42193157;181,6499998;464,8198354;2005;2009
7504285;Micron Technology;1;0;0;0;0;0;0;0;5,428571438;2,932835822;504;1424;2007;2009
7504298;Micron Technology;1;0;0;0;0,388235294;0,439004149;0,072340426;0,086390533;7,555555566;6,157625798;259,8333334;722,5625;2007;2009
7504310;Micron Technology;1;0;0;0;0,3125;0,585326087;0,031914894;0,048387097;302;1153;504;1424;2006;2009
7504687;Micron Technology;1;0;0;0;0,431034483;0,722466961;0,063380282;0,061514196;8,861111111;7,504744133;504;1424;2007;2009
7507672;Micron Technology;1;0;0;0;0;0;0;0;5,374999989;2,236486488;59,9999988;35,833333;2006;2009
7510954;Micron Technology;1;0;0;0;0,578483245;0,735017817;0,089347079;0,096634094;4,904895106;3,496514696;84,8750023;89,5416664;2006;2009
7510961;Micron Technology;1;0;0;0;0,138461538;0,110588235;0,02970297;0,035483871;302;1153;504;1424;1997;2009
7510983;Micron Technology;1;0;0;0;0,409895833;0,537330114;0,0625;0,059087031;302;1153;504;1424;2005;2009
7511326;Micron Technology;1;0;0;0;0,423076923;0,635683761;0,047619048;0,059806508;12,99999999;5,70731708;504;1424;2007;2009
7514291;Micron Technology;1;0;0;0;0,207650273;0,342134213;0,026143791;0,037575757;9,260762408;6,939504486;252,6666645;625,9834608;2005;2009
7514324;Micron Technology;1;0;0;0;0,327380953;0,639952154;0,027607362;0,052706553;7,744444452;4,204445451;272,2962967;679,1936491;2005;2009
7514366;Micron Technology;1;0;0;0;0,246753247;0,53515625;0,017241379;0,032786885;7,040657987;3,679260584;258,0303018;634,2624053;2006;2009
7517743;Micron Technology;1;0;0;0;0;0;0;0;5,999999988;5,206896555;504;1424;2006;2009
7517744;Micron Technology;1;0;0;0;0,229037267;0,25320264;0,022108844;0,022699758;3,913865553;4,52796234;38,49999969;93,96296548;2006;2009
7517749;Micron Technology;1;0;0;0;0;0;0;0;4,066666672;2,601449277;35,33333307;22,16666664;2005;2009
7517753;Micron Technology;1;0;0;0;0,182173064;0,237582102;0,016551724;0,025796262;8,197600976;3,988050393;270,7499998;726,8154762;2005;2009
7517754;Micron Technology;1;0;0;0;0,233796296;0,321713871;0,023909986;0,028290681;6,461538462;6,887712469;281,6249996;751,3020824;2008;2009
7517758;Micron Technology;1;0;0;0;0;0;0;0;302;1153;504;1424;2005;2009
7517783;Micron Technology;1;0;0;0;0,266122449;0,374431373;0,0195;0,025892857;2,722222221;2,628865978;80;223,9999857;2007;2009
7517797;Micron Technology;1;0;0;0;0;0;0;0;4,299999991;2,712765957;62,00000099;34,8333333;2002;2009
7517798;Micron Technology;1;0;0;0;0,489583333;0,652380952;0,098484849;0,122362869;4,448962149;3,335961284;297,9374999;818,1914771;2005;2009
7518184;Micron Technology;1;0;0;0;0,312;0,402409638;0,043478261;0,06171875;4,059274059;2,492673207;33,80999979;31,44921212;2006;2009
7518237;Micron Technology;1;0;0;0;0,696969697;0,911764706;0,177777778;0,187134503;8,250000014;30,59999959;504;1424;2006;2009
7521296;Micron Technology;1;0;0;0;0;0;0;0;29,1969696;92,1063759;504;1424;2006;2009
7521322;Micron Technology;1;0;0;0;0,302455357;0,369477912;0,025735294;0,026932566;14,46264364;38,26616878;348,6521743;965,9279729;2006;2009
7521355;Micron Technology;1;0;0;0;0,64516129;0,92393736;0,099009901;0,128027682;302;1153;504;1424;2005;2009
7521356;Micron Technology;1;0;0;0;0;0;0;0;4,148696773;3,030057753;218,907843;585,8166667;2005;2009
7521371;Micron Technology;1;0;0;0;0,183728813;0,331510791;0,015064935;0,015948553;302;1153;504;1424;2006;2009
7521373;Micron Technology;1;0;0;0;0,472727273;0,602076125;0,050632911;0,062730627;302;1153;504;1424;2004;2009
7521378;Micron Technology;1;0;0;0;0,12195122;0,199670535;0,004896313;0,005701425;7,180370951;7,573865643;204,0969709;494,0245542;2004;2009
7521705;Micron Technology;1;0;0;0;0,632653061;0,759581882;0,098591549;0,122362869;4,654182925;2,499561056;151,2064707;370,4340052;2005;2009
7521794;Micron Technology;1;0;0;0;0;0;0;0;8,538888886;3,920751047;274,000003;537,8333343;2006;2009
7524756;Micron Technology;1;0;0;0;0;0;0;0;5;5;504;1424;2006;2009
7528007;Micron Technology;1;0;0;0;0;0;0;0;6,944444451;5,115890694;342,8333333;953,25;2006;2009
7528037;Micron Technology;1;0;0;0;0;0;0;0;3,994318186;2,271174862;40,49999931;22,62500007;2005;2009
7528043;Micron Technology;1;0;0;0;0,139318885;0,237074988;0,00427899;0,004918839;302;1153;504;1424;2005;2009
7528424;Micron Technology;1;0;0;0;0,727272727;0,627435065;0,170731708;0,189349113;3,168376067;4,292008522;31,88888876;23,47222201;2006;2009
7531379;Micron Technology;1;0;0;0;0;0;0;0;6,044444444;3,486723277;68,75;39,05555588;2003;2009
7531395;Micron Technology;1;0;0;0;0;0;0;0;13,35482952;5,909548942;477,625;1338,489583;2005;2009
7531421;Micron Technology;1;0;0;0;0;0;0;0;1,76923077;1,84883721;12,5;10,58333333;2006;2009
7531443;Micron Technology;1;0;0;0;0,351851852;0,49005848;0,04029304;0,047993019;8,904618681;14,25696595;261,5;655,7619056;2006;2009
7531453;Micron Technology;1;0;0;0;0;0;0;0;6,40820362;4,100261207;137,2820505;308,8498693;2008;2009
7534660;Micron Technology;1;0;0;0;0;0;0;0;16,2015873;33,81690867;383,0476187;1031,746032;2004;2009
7534681;Micron Technology;1;0;0;0;0;0;0;0;4,352941171;2,326837909;77,99999891;70,50000081;2006;2009
7534694;Micron Technology;1;0;0;0;0,33887468;0,548408785;0,04259095;0,048309179;3,090909089;1,552;16,33333328;17,10000005;2006;2009
7535103;Micron Technology;1;0;0;0;0,533333334;0,673652695;0,127906977;0,13986014;7,365079367;4,179494172;245,5;650,5432099;2006;2009
7537966;Micron Technology;1;0;0;0;0;0;0;0;7,613636368;7,117294869;342,9999999;953,9215686;2006;2009
7537994;Micron Technology;1;0;0;0;0,386363636;0,54375;0,059931507;0,059375;5,499999995;5,714285714;73,00000073;66,66666667;2006;2009
7538001;Micron Technology;1;0;0;0;0;0;0;0;3,483333332;1,949383166;12,25000006;16,22500004;2005;2009
7538028;Micron Technology;1;0;0;0;0;0;0;0;4,896464647;3,824410346;239,5999995;628,8500031;2006;2009
7538036;Micron Technology;1;0;0;0;0,26284585;0,343882951;0,041979011;0,051581028;6,092307681;3,421842008;504;1424;2005;2009
7538413;Micron Technology;1;0;0;0;0,541095891;0,827032136;0,064;0,088685015;18,25000011;4,044470896;504;1424;2006;2009
7541242;Micron Technology;1;0;0;0;0,274193548;0,364764268;0,023255814;0,022151899;3,263157894;2,315439117;26,27777773;29,34626134;2006;2009
7544563;Micron Technology;1;0;0;0;0,252403846;0,325717213;0,032608696;0,037825279;5,187301586;3,351992733;103,5299988;231,3097424;2005;2009
7544584;Micron Technology;1;0;0;0;0,53968254;0,708894879;0,100446429;0,137755102;302;1153;504;1424;2006;2009
7544592;Micron Technology;1;0;0;0;0,9375;0,992537313;0,217391304;0,246753247;4,571428571;3,152941178;46,00000092;25,66666664;2007;2009
7544596;Micron Technology;1;0;0;0;0,294191919;0,465031021;0,032348805;0,036104114;7,384615378;3,870519459;330,9999991;745,0833336;2005;2009
7544604;Micron Technology;1;0;0;0;0,377329193;0,509062561;0,040706605;0,046513964;10,025641;5,669172126;377,333334;980,933334;2006;2009
7544615;Micron Technology;1;0;0;0;0,122807018;0,317164179;0;0;7,482735264;4,832460621;254,9199995;631,6080006;2007;2009
7544622;Micron Technology;1;0;0;0;0,193877551;0,176759411;0,028985507;0,03877551;302;1153;504;1424;2002;2009
7544987;Micron Technology;1;0;0;0;0,149503162;0,188663283;0,016554433;0,017258096;302;1153;504;1424;2005;2009
7544989;Micron Technology;1;0;0;0;0;0;0;0;3,076923077;2,084112149;26,00000031;16,91666681;2006;2009
7544990;Micron Technology;1;0;0;0;0,225952813;0,391789045;0,020933014;0,024233245;4,07453693;2,228949753;66,56576601;104,2058814;2007;2009
7547559;Micron Technology;1;0;0;0;0;0;0;0;4,326010105;3,36247415;22,00000009;27,36363625;2007;2009
7547579;Micron Technology;1;0;0;0;0;0;0;0;8,390476195;3,818990172;223,8333328;615,7232105;2000;2009
7547599;Micron Technology;1;0;0;0;0,134052388;0,232553324;0,007231405;0,006745904;6,883333347;4,004737994;43,99999947;47,16666762;2005;2009
7547604;Micron Technology;1;0;0;0;0;0;0;0;2,700457878;2,125328862;19,21250001;28,99999983;2007;2009
7547640;Micron Technology;1;0;0;0;0,175324676;0,263001253;0,010895884;0,012632979;4,569746209;2,585995628;191,8833345;427,0595301;2006;2009
